A	nida.;
QUMROVLU	sif.;
QUMRU	is.;
QUMSAL	is.;sif.;
QUMSALLI	sif.;
QUMSALLIQ	is.;
QUMSEVƏR	sif.;
QUMSİÇANI	is.;
QUM-ŞIRNAQ	is.;
QUMSOVURAN	is.;sif.;
QUM-TORPAQ	is.;
QUMUQ	is.;
QUMUQCA	sif.;zer.;
QUMVARI	sif.;
QUMVERİCİ	sif.;
QUNC	is.;
QUNCLU	sif.;
QUNCSUZ	sif.;
QUNDAQ	is.;
QUNDAQBAĞI	is.;
QUNDAQÇI	is.;
QUNDAQLA	f.;
QUNDAQLAMA	f.;
QUNDAQLAMAQ	f.;
QUNDAQLAN	f.;
QUNDAQLANMA	f.;
QUNDAQLANMAQ	f.;
QUNDAQLAT	f.;
QUNDAQLATMA	f.;
QUNDAQLATMAQ	f.;
QUNDAQLI	sif.;
QUNDAQLIQ	sif.;
QUNDAQSAZ	is.;
QUNDAQSIZ	sif.;
QUNDAQSIZLIQ	is.;
QUNDUŞ	is.;
QUNDUZ	is.;
QÜNNƏ	is.;
QUPQURU	sif.;
QUQQULU	is.;
QUQ-QU	teqlidi. soz;
QUQQU, QUQQU QUŞU	is.;
QUQQULDA	f.;
QUQQULDAMA	f.;
QUQQULDAMAQ	f.;
QUQQULDAŞ	f.;
QUQQULDAŞMA	f.;
QUQQULDAŞMAQ	f.;
QUQQULTU	is.;
QUQQULU	teq.;
QUQQULUQU	teq.;
QUQ-QULU-QU	teqlidi. soz;
QUQULDAMA	f.;
QUQULTU	teq.;
QUQURD	is.;
QUR	f.;
QÜRAB	is.;
QURABİYƏ	is.;
QURALTMAQ	f.;
QURAMA	is.;
QURAMA	sif.;
QURAMAÇI	is.;
QURAMAÇILIQ	is.;
QURAMALIQ	sif.;
QURAMAQ	f.;
QURAN	f.;
QURAN	is.;
QURANQABI	is.;
QURAQ	is.;
QURAQ	sif.;zer.;
QURAQLI	sif.;
QURAQLIĞADAVAMLI	sif.;
QURAQLIĞADAVAMLILIQ	is.;
QURAQLIQ	is.;
QURAQSIMA	f.;
QURAQSIMAQ	f.;
QURAŞ	f.;
QURAŞDIR	f.;
QURAŞDIRICI	is.;sif.;
QURAŞDIRIL	f.;
QURAŞDIRILMA	f.;
QURAŞDIRILMAQ	f.;
QURAŞDIRILMIŞ	f.;
QURAŞDIRMA	is.;sif.;
QURAŞDIRMAQ	f.;
QURAŞDIRMA-SINAQ	f.;
QURAŞIQ	sif.;
QURAŞMA	f.;
QURAŞMAQ	f.;
QURBAĞA	is.;
QURBAĞACIQ	is.;
QURBAĞAGÖZ	sif.;
QURBAĞALIQ	is.;
QURBAĞAOTU	is.;
QURBAN	is.;
QURBANGAH	is.;
QURBANKƏSMƏ	is.;
QURBANLIQ	sif.;
QURBAN-SADAĞA	is.;
QURBANSIZ	sif.;
QURBANVERMƏ	is.;
QÜRBƏT	is.;sif.;
QÜRBƏTÇİ	is.;
QÜRBƏTKEŞ	sif.;
QÜRBƏTLİK	is.;
QÜRBƏTZƏDƏ	is.;sif.;
QURCALA	f.;
QURCALAMA	f.;
QURCALAN	f.;
QURCALANMA	f.;
QURCALANMAQ	f.;
QURCANMA	f.;
QURCANMAQ	f.;
QURCUŞMA	f.;
QURCUŞMAQ	f.;
QURCUXMA	f.;
QURCUXMAQ	f.;
QURD	is.;
QURDABƏNZƏR	sif.;
QURDAĞZI	is.;
QURDALA	f.;
QURDALAMA	f.;
QURDALAMAQ	f.;
QURDALAN	f.;
QURDALANDIR	f.;
QURDALANDIRMA	f.;
QURDALANMA	f.;
QURDALANMAQ	f.;
QURDALAŞ	f.;
QURDALAŞMA	f.;
QURDALAŞMAQ	f.;
QURDAOXŞAR	sif.;
QURDAOXŞARLIQ	is.;
QURDAYAĞI	is.;
QURDBAĞRI	is.;
QURDBASAN	is.;
QURDBOĞAN	is.;
QURD-ÇAQQAL	is.;
QURDEŞƏNƏYİ	is.;
QURDKÖKÜ	is.;
QURDKOLU	is.;
QURDLA	f.;
QURDLAMA	f.;
QURDLAMAQ	f.;
QURDLANDIRMA	f.;
QURDLANDIRMAQ	f.;
QURDLANMA	f.;
QURDLANMAQ	f.;
QURDLAŞ	f.;
QURDLAŞMA	f.;
QURDLAT	f.;
QURDLATMA	f.;
QURDLATMAQ	f.;
QURDLU	sif.;
QURDLULUQ	is.;
QURDLUQ	is.;
QURDOTU	is.;
QURDPƏNCƏSİ	is.;
QURDQOVAN	sif.;
QURDQOVAN, QURDQOVUCU	sif.;
QURDQOVUCU	sif.;
QURD-QUŞ	is.;
QURD-QUZU	is.;
QURDTÖKÜCÜ	sif.;
QURDU-QURDU	is.;
QURDUR	f.;
QURDURMA	f.;
QURDURMAQ	f.;
QURDURT	f.;
QURDURTMA	f.;
QURD-YALQUZAQ	is.;
QURDYEMƏZ	sif.;
QÜRƏ	is.;
QURĞAN	is.;
QURĞU	is.;
QURĞU-DƏZGAH	is.;
QURĞUŞUN	is.;
QURĞUŞUNÇİÇƏYİ	is.;
QURĞUŞUNLA	f.;
QURĞUŞUNLAMA	f.;
QURĞUŞUNLAMAQ	f.;
QURĞUŞUNLAN	f.;
QURĞUŞUNLANMA	f.;
QURĞUŞUNLANMAQ	f.;
QURĞUŞUNLAŞ	f.;
QURĞUŞUNLAŞMA	f.;
QURĞUŞUNLAŞMAQ	f.;
QURĞUŞUNLU	sif.;
QURĞUŞUNOTU	is.;
QURĞUŞUN-ÜZVİ	is.;
QURMA	is.;sif.;
QURMAQ	f.;
QURNA	is.;
QURNAZ	sif.;
QURNAZCASINA	zer.;
QURNAZLIQ	is.;
QUR-QUR	is.;
QUR-QUR	teqlidi. soz;
QÜRRƏ	sif.;
QÜRRƏLƏNMƏ	f.;
QÜRRƏLƏNMƏK	f.;
QÜRRƏLİ	sif.;
QURS	is.;sif.;
QURSAĞIYIRTIQ	sif.;
QURŞAMA	f.;
QURŞAMAQ	f.;
QURŞAN	f.;
QURŞANMA	f.;
QURŞANMAQ	f.;
QURSAQ	is.;
QURŞAQ	is.;
QURŞAQARASI	sif.;
QURSAQCIQ	is.;
QURŞAQLA	f.;
QURŞAQLAMA	f.;
QURŞAQLAMAQ	f.;
QURŞAQLAN	f.;
QURŞAQLANMA	f.;
QURŞAQLANMAQ	f.;
QURŞAQLANMIŞ	f.;
QURŞAQLAŞ	f.;
QURŞAQLAŞMA	f.;
QURŞAQLAŞMAQ	f.;
QURSAQLI	sif.;
QURŞAQLI	sif.;
QURSAQLIQ	is.;
QURŞAQLIQ	sif.;
QURŞAQTUTAN	is.;
QURŞAQTUTMA	f.;
QURŞAT	f.;
QURŞATMA	f.;
QURŞATMAQ	f.;
QURŞUN	is.;
QURŞUNİ	sif.;
QURŞUNLAMAQ	f.;
QURTAQURT	teqlidi. soz;
QURTAR	f.;
QURTARACAQ	is.;
QURTARAN	is.;
QURTARICI	is.;
QURTARICILIQ	is.;
QURTARIL	f.;
QURTARILMA	f.;
QURTARILMAQ	f.;
QURTARIŞ	is.;
QURTARMA	f.;
QURTARMAQ	f.;
QURTARMAZ	sif.;
QURTARMAZLIQ	is.;
QURT-QURT	teqlidi. soz;
QURTUL	f.;
QURTULDAMA	f.;
QURTULDAMAQ	f.;
QURTULDAT	f.;
QURTULDATMA	f.;
QURTULDATMAQ	f.;
QURTULMA	f.;
QURTULMAQ	f.;
QURTULUŞ	is.;
QURTUM	is.;zer.;
QURTUMLA	f.;
QURTUMLAMA	f.;
QURTUMLAMAQ	f.;
QURTUM-QURTUM	zer.;
QURU	is.;
QURU	sif.;
QÜRUB	is.;
QURU-BOŞ	sif.;
QURUBOŞALMA	f.;
QURUB-YARAT	f.;
QURUB-YARATMA	f.;
QURUCA	sif.;
QURUCU	is.;sif.;
QURUCULUQ	is.;
QURU-ÇÜRÜK	is.;
QURUDAN	is.;
QURUDİMDİK	sif.;
QURUDUCU	sif.;
QURUDUCULUQ	is.;
QURUDUL	f.;
QURUDULMA	f.;
QURUDULMAQ	f.;
QURUDULMUŞ	f.;
QURUL	f.;
QURULA	f.;
QURULAMA	f.;
QURULAMAQ	f.;
QURULAN	f.;
QURULANMA	f.;
QURULANMAQ	f.;
QURULAŞ	f.;
QURULAŞMA	f.;
QURULAT	f.;
QURULATMA	f.;
QURULATMAQ	f.;
QURULAYAN	is.;
QURULDAMA	f.;
QURULDAMAQ	f.;
QURULDAŞMA	f.;
QURULDAŞMAQ	f.;
QURULDATMA	f.;
QURULDATMAQ	f.;
QURULMA	f.;
QURULMAQ	f.;
QURULTAY	is.;
QURULTAYQABAĞI	sif.;
QURULTU	is.;
QURULU	sif.;
QURULUQ	is.;
QURULUŞ	is.;
QURULUŞÇU	is.;
QURULUŞLU	sif.;
QURULUŞMA	sif.;
QURULUŞMAQ	f.;
QURUM	is.;
QURUMA	f.;
QURUMAQ	f.;
QURUMLA	f.;
QURUMLAMA	f.;
QURUMLAMAQ	f.;
QURUMLAN	f.;
QURUMLANMA	f.;
QURUMLANMAQ	f.;
QURUMLAT	f.;
QURUMLATMA	f.;
QURUMLATMAQ	f.;
QURUMLU	sif.;
QURUMSAQ	is.;sif.;
QURUMSAQLIQ	is.;
QURUMUŞ	f.;
QURUN	f.;
QURUNMA	f.;
QURUNMAQ	f.;
QURUOT	is.;
QURUQURBAĞASI	is.;
QÜRUR	is.;
QÜRURLA	sif.;
QÜRURLAN	f.;
QÜRURLANMA	f.;
QÜRURLANMAQ	f.;
QÜRURLU	sif.;
QÜRURLULUQ	is.;
QURUŞ	is.;
QURUŞLUQ	is.;
QURUT	is.;
QURUTDUR	f.;
QURUTDURMA	f.;
QURUTƏHƏR	sif.;
QURUTƏZƏN	is.;
QURUTMA	f.;
QURUTMALIQ	sif.;
QURUTMAQ	f.;
QURUTMAXANA	is.;
QURUTXƏNGƏLİ	is.;
QUS	f.;
QUŞ	is.;
QUŞABAXAN	is.;
QUŞALUSU	is.;
QUSAN	f_sif.;
QUSAR	is.;
QUŞARMUDU	is.;
QUŞATAN	is.;
QUŞBAŞI	sif.;
QUŞBAXIŞI	zer.;
QUŞBAZ	is.;
QUŞBAZLIQ	is.;
QUŞBEYİN	sif.;
QUŞBEYİNLİ	sif.;
QUŞBUĞDASI	is.;
QUŞBURUN	sif.;
QUŞBURUNLU	sif.;
QUŞÇANAQLI	sif.;
QUŞÇU	is.;
QUŞCUĞAZ	is.;
QUŞÇULUQ	is.;
QUŞCUQ	is.;
QUŞDARISI	is.;
QUŞDİLİ	is.;
QUSDUR	f.;
QUSDURMA	is.;sif.;
QUSDURMAOTU	is.;
QUSDURMAQ	f.;
QUSDURUCU	sif.;
QUSDURUCULUQ	is.;
QUŞƏLƏYİ	is.;
QUŞƏPPƏYİ	is.;
QUŞKEÇMƏZ	f_sif.;
QUŞKƏSMƏ	is.;
QÜSL	is.;
QUŞLA	f.;
QUŞLAMA	f.;
QUŞLAMAQ	f.;
QUSLİ	is.;
QUŞLUQ	is.;
QUSMA	f.;
QUŞMAMIRI	is.;
QUSMAQ	f.;
QUŞNANƏ	is.;
QUŞNİŞAN	sif.;
QUŞOTU	is.;
QUŞQALXMAZ	sif.;
QUŞQONMAYAN	sif.;
QUŞQONMAZ	is.;
QUŞQONMAZ	sif.;
QUŞQULANMAQ	f.;
QUŞQUN	f.;
QUŞQUNLAMA	f.;
QUŞQUNLAMAQ	f.;
QUŞQUNLANMA	f.;
QUŞQUNLANMAQ	f.;
QUŞQUNLATMA	f.;
QUŞQUNLATMAQ	f.;
QUŞ-QUŞ	is.;
QUŞSATAN	is.;
QÜSSƏ	is.;
QUŞSƏHLƏBİ	is.;
QÜSSƏLƏN	f.;
QÜSSƏLƏNDİR	f.;
QÜSSƏLƏNDİRİCİ	sif.;
QÜSSƏLƏNDİRİL	f.;
QÜSSƏLƏNDİRİLMƏ	f.;
QÜSSƏLƏNDİRİLMƏK	f.;
QÜSSƏLƏNDİRMƏ	f.;
QÜSSƏLƏNDİRMƏK	f.;
QÜSSƏLƏNMƏ	f.;
QÜSSƏLƏNMƏK	f.;
QÜSSƏLİ	sif.;
QÜSSƏLİLİK	is.;
QÜSSƏSİZ	sif.;
QÜSSƏSİZLİK	is.;
QUŞTƏRƏSİ	is.;
QUSUNTU	is.;
QÜSUR	is.;
QÜSURAXTARAN	f_sif.;
QUŞÜRƏK	is.;sif.;
QUŞÜRƏKLİ	sif.;
QÜSURLU	sif.;
QÜSURLULUQ	is.;
QÜSURSUZ	sif.;zer.;
QÜSURSUZLUQ	is.;
QUŞÜZÜMÜ	is.;
QUŞXANA	is.;
QUŞYEMİŞİ	is.;
QUŞYEYƏN	f_sif.;
QUTAB	is.;
QUTABOTU	is.;
QUTABSATAN	is.;
QUTABXANA	is.;
QUTAN, QUTANQUŞU	is.;
QÜTB	is.;
QÜTBARXASI	sif.;
QÜTBÇÜ	is.;
QÜTBÇÜLÜK	is.;
QÜTBƏTRAFI	sif.;
QÜTBİ	sif.;
QÜTBLƏRARASI	sif.;
QÜTBLÜK	is.;
QÜTBYANI	sif.;
QUTLU	sif.;
QUTTAPERÇA	is.;
QUTTASİYA	is.;
QUTU	is.;
QUTUCUQ	is.;
QUTULU	sif.;
QUTULUQ	is.;
QUVARLANMA	f.;
QUVARLANMAQ	f.;
QÜVVƏ	is.;
QÜVVƏLƏN	f.;
QÜVVƏLƏNDİR	f.;
QÜVVƏLƏNMƏ	f.;is.;
QÜVVƏLƏNMƏK	f.;
QÜVVƏLİ	sif.;
QÜVVƏLİLİK	is.;
QÜVVƏÖLÇƏN	is.;
QÜVVƏSİZ	sif.;
QÜVVƏSİZLİK	is.;
QÜVVƏT	is.;
QÜVVƏTƏYÜKSƏLTMƏ	f.;is.;
QÜVVƏTLƏN	f.;
QÜVVƏTLƏNDİR	f.;
QÜVVƏTLƏNDİRİCİ	sif.;
QÜVVƏTLƏNDİRİL	f.;
QÜVVƏTLƏNDİRİLMƏ	f.;
QÜVVƏTLƏNDİRİLMƏK	f.;
QÜVVƏTLƏNDİRMƏ	f.;
QÜVVƏTLƏNDİRMƏK	f.;
QÜVVƏTLƏNMƏ	f.;
QÜVVƏTLƏNMƏK	f.;
QÜVVƏTLİ	sif.;
QÜVVƏTLİLİK	is.;
QÜVVƏTÖLÇƏN	is.;
QÜVVƏTSİZ	sif.;
QÜVVƏTSİZLİK	is.;
QÜVVƏTVERİCİ	sif.;
QÜVVƏVERİCİ	sif.;
QUYLA	f.;
QUYLAMA	f.;
QUYLAMAQ	f.;
QUYLAN	f.;
QUYLANMA	f.;
QUYLANMAQ	f.;
QUYLAT	f.;
QUYLATDIR	f.;
QUYLATDIRMA	f.;
QUYLATMA	f.;
QUYMAQ	is.;
QUYRUĞATƏRƏF	zer.;
QUYRUĞUKƏSİK	sif.;
QUYRUQ	is.;
QUYRUQALTI	is.;sif.;
QUYRUQBULAYAN	is.;sif.;
QUYRUQÇULUQ	is.;
QUYRUQCUQ	is.;
QUYRUQLAMA	f.;
QUYRUQLAMAQ	f.;
QUYRUQLANMA	f.;
QUYRUQLANMAQ	f.;
QUYRUQLU	sif.;
QUYRUQLULUQ	is.;
QUYRUQSUZ	is.;sif.;
QUYRUQSUZLUQ	is.;
QUYRUQÜSTÜ	sif.;
QUYU	is.;
QUYUAĞZI	sif.;
QUYUÇU	is.;
QUYUÇULUQ	is.;
QUYUDİBİ	sif.;
QUYULA	f.;
QUYULAMA	f.;
QUYULAMAQ	f.;
QUYULAN	f.;
QUYULANMA	f.;
QUYULANMAQ	f.;
QUYULARARASI	sif.;
QUYULAT	f.;
QUYULATMA	f.;
QUYULATMAQ	f.;
QUYUQAZAN	is.;
QUYUQAZAN, QUYUQAZIYAN	f.;
QUYUQAZMA	f.;is.;
QUYUŞƏKİLLİ	sif.;
QUYUÜSTÜ	sif.;
QUYUYUYAN	is.;
QUZAPAYI	is.;
QUZEY	is.;
QUZEYLİK	is.;
QUZĞUN	is.;
QUZU	is.;
QUZUALMA	f.;
QUZU-ÇƏPİŞ	is.;
QUZUÇU	is.;
QUZUÇULUQ	is.;
QUZUCUQ	is.;
QUZUDİLİ	is.;
QUZUDİŞİ	is.;
QUZUGÖBƏLƏYİ	is.;
QUZUGÖRƏN	f_sif.;
QUZUKÖKƏLDƏN	is.;
QUZULAMA	f.;
QUZULAMAQ	f.;
QUZULU	sif.;
QUZULUQ	is.;
QUZUOTARAN	is.;
QUZUOTU	is.;
QUZUPLOV	is.;
QUZUQIRAN	is.;
QUZUQULAĞI	is.;
QVARDİYA	is.;
QVARDİYAÇI	is.;
QVAYULA	is.;
RABİTƏ	is.;
RABİTƏÇİ	f.;is.;
RABİTƏÇİLİK	is.;
RABİTƏLƏNDİR	f.;
RABİTƏLƏNDİRMƏ	f_is.;
RABİTƏLƏNDİRMƏK	f.;
RABİTƏLİ	sif.;zer.;
RABİTƏLİLİK	is.;
RABİTƏSAXLAMA	f.;
RABİTƏSİZ	sif.;
RABİTƏSİZLİK	is.;
RACA	is.;
RAD	is.;
RADAR	is.;
RADƏLƏRİNDƏ	zer.;
RADİALLIQ	is.;
RADİASİON	is.;
RADİASİYALI	sif.;
RADİKAL	sif.;
RADİKALALTI	sif.;
RADİKALİST	is.;
RADİKAL-LİBERAL	is.;
RADİKALLIQ	is.;
RADİKAL-TƏNQİDÇİ	is.;
RADİOAKTİV	sif.;
RADİOAKTİVASİYA	is.;
RADİOAKTİVLƏŞ	f.;
RADİOAKTİVLƏŞDİRİL	f.;
RADİOAKTİVLƏŞDİRİLMƏ	f.;
RADİOAKTİVLƏŞMƏ	f.;
RADİOAKTİVLİK	is.;
RADİOAKUSTİK	sif.;
RADİOAKUSTİKA	is.;
RADİOALICI	sif.;
RADİOALTİMETR	is.;
RADİOASTROFİZİK	is.;
RADİOASTROFİZİKA	is.;
RADİOASTRONOM	is.;
RADİOASTRONOMİK	is.;
RADİOASTRONOMİYA	is.;
RADİOAVTOQRAF	is.;
RADİOAVTOQRAFİYA	is.;
RADİOBİOLOQ	is.;
RADİOCİHAZ	is.;
RADİODALĞA	is.;
RADİODALĞAÖTÜRƏN	is.;
RADİODALĞAYAZAN	is.;
RADİODƏRNƏK	is.;
RADİODİNLƏYİCİ	is.;
RADİODRAM	is.;
RADİOEKOLOGİYA	is.;
RADİOEKOLOJİ	sif.;
RADİOELEKTRON	is.;
RADİOELEMENT	is.;
RADİOESTAFET	is.;
RADİOFESTİVAL	is.;
RADİOFİLM	is.;
RADİOFİZİK	is.;
RADİOFİZİKA	is.;
RADİOFİZİKİ	sif.;
RADİOFONİYA	is.;
RADİOFOTOTELEQRAF	is.;
RADİOGEODEZİK	is.;
RADİOGEODEZİYA	is.;
RADİOGEOLOGİYA	is.;
RADİOGEOLOJİ	is.;
RADİOGEOLOQ	is.;
RADİOHEKAYƏ	is.;
RADİOİDARƏEDİCİ	is.;
RADİOİDARƏETMƏ	is.;
RADİOİMPULS	is.;
RADİOİNTERFERENSİYA	is.;
RADİOİNTERFEROMETR	is.;
RADİOİNTROSKOP	is.;
RADİOİSTİLİK	is.;
RADİOİZOTOP	is.;
RADİOJURNAL	is.;
RADİOKİMYAÇI	is.;
RADİOKİMYƏVİ	sif.;
RADİOKLUB	is.;
RADİOKOBALT	is.;
RADİOKOLLOİD	is.;
RADİOKOMPARATOR	is.;
RADİOKOMPAS	is.;
RADİOKOMPLEKS	is.;
RADİOKOMPOZİSİYA	is.;
RADİOKONDUKTOR	is.;
RADİOKONSTRUKTOR	is.;
RADİOKÖRPÜ	is.;
RADİOLAMPA	is.;
RADİOLAŞ	f.;
RADİOLAŞDIR	f.;
RADİOLAŞDIRIL	f.;
RADİOLAŞDIRILMA	f_is.;
RADİOLAŞDIRILMAQ	mech.;
RADİOLAŞDIRMA	f.;is.;
RADİOLAŞDIRMAQ	f.;
RADİOLAŞMA	f_is.;
RADİOLAŞMAQ	f.;
RADİOLEKTORİYA	is.;
RADİOLİZ	is.;
RADİOLOJİ	sif.;
RADİOLOKATORÇU	is.;
RADİOLÜMİNESSENSİYA	is.;
RADİOLYARİ	is.;
RADİOMAĞAZA	is.;
RADİOMANEƏ	is.;
RADİOMƏLUMAT	is.;
RADİOMƏNBƏ	is.;
RADİOMƏRKƏZ	is.;
RADİOMETEOROLOGİYA	is.;
RADİOMETEOROLOJİ	is.;
RADİOMETEOROQRAF	is.;
RADİOMETR	is.;
RADİOMETRİK	is.;
RADİOMETRİST	is.;
RADİOMETRİYA	is.;
RADİOMİKROMETR	is.;
RADİOMİQRASİYA	is.;
RADİOMONTYOR	is.;
RADİOMÜQAVİMƏT	is.;
RADİOMÜŞAHİDƏ	is.;
RADİONAVİQASİYA	is.;
RADİONAVİQATOR	is.;
RADİOOÇERK	is.;
RADİOÖLÇMƏ	is.;
RADİOÖLÇÜ	is.;
RADİOÖLÇÜCÜ	is.;
RADİOOPERATOR	is.;
RADİOOPTİK	is.;
RADİOÖTÜRÜCÜ	is.;
RADİOPARTLADICI	is.;
RADİOPELENQ	is.;
RADİOPELENQASİYA	is.;
RADİOPELENQATOR	is.;
RADİOPOVEST	is.;
RADİOPROJEKTOR	is.;
RADİOPROQNOZ	is.;
RADİOPROTEKTOR	is.;
RADİOPYES	is.;
RADİOQALLAKTİKA	is.;
RADİOQAZET	is.;
RADİOQƏBULEDİCİ	is.;
RADİOQICIQLANDIRMA	is.;
RADİOQOVŞAQ	is.;
RADİOQRAF	is.;
RADİOQRAFİK	is.;
RADİOQRAFİYA	is.;
RADİOQRAMMAFON	is.;
RADİOQURĞU	is.;
RADİORABİTƏ	is.;
RADİOREAKTOR	is.;
RADİOREFLEKTOR	is.;
RADİOREKLAM	is.;
RADİORELE	is.;
RADİOREPRODUKTOR	is.;
RADİOŞƏBƏKƏ	is.;
RADİO-ŞƏFFAF	is.;
RADİOSEKSTANT	is.;
RADİOSƏMT	is.;
RADİOSENSİBİLİZASİYA	is.;
RADİOSƏS	is.;
RADİOSİQNAL	is.;
RADİOSİRKULOQRAF	is.;
RADİOSİSTEM	is.;
RADİOSKOPİK	is.;
RADİOSKOPİYA	is.;
RADİOSPEKTROMETR	is.;
RADİOSPEKTROSKOPİK	is.;
RADİOSPEKTROSKOPİYA	is.;
RADİOŞÜA	is.;
RADİOŞÜALANMA	is.;
RADİOŞÜNAS	is.;
RADİOTAMAŞA	is.;
RADİOTEATR	is.;
RADİOTƏBLİĞAT	is.;
RADİOTELEFONÇU	is.;
RADİOTELEFONİYA	is.;
RADİOTELEMETRİK	is.;
RADİOTELEMETRİYA	is.;
RADİOTELEMEXANİKA	is.;
RADİOTELEÖLÇMƏ	f.;
RADİOTELEQRAFÇI	is.;
RADİOTELEQRAFİYA	is.;
RADİOTELESKOP	is.;
RADİOTELESKOPİK	is.;
RADİOTELESKOPİYA	is.;
RADİOTELETAYP	is.;
RADİOTELETEATR	is.;
RADİO-TELEVİZİYA	is.;
RADİOTELEVİZOR	is.;
RADİOTERAPİYA	is.;
RADİOTEXNİKİ	is.;
RADİOTEZLİK	is.;
RADİOTEZLİKLİ	is.;
RADİOTURNİR	is.;
RADİOTUTAN	is.;
RADİOTUTMA	is.;
RADİOULDUZ	is.;
RADİOUZAQLIQÖLÇƏN	is.;
RADİOVERİCİ	is.;
RADİOVERİLİŞ	is.;
RADİOVERİLİŞİ	is.;
RADİOVİZİYA	is.;
RADİOXƏT	is.;
RADİOYÜKSƏKLİKÖLÇƏN	is.;
RADİOZAVOD	is.;
RADİOZONDLAMA	f.;
RADİSTLİK	is.;sif.;
RADİST-OPERATOR	is.;sif.;
RADİUS-VEKTOR	is.;
RAFİKAD	is.;
RAFİKASİYA	is.;
RAH	is.;
RAHAT	sif.;zer.;
RAHATCA	zer.;
RAHATCASINA	zer.;
RAHATCASINA	zer.;
RAHATÇILIQ	is.;
RAHATLA	f.;
RAHATLAMA	f_is.;
RAHATLAMAQ	f.;
RAHATLAN	f.;
RAHATLANDIR	f.;
RAHATLANDIRMA	f.;is.;
RAHATLANDIRMAQ	f.;
RAHATLANMA	f_is.;
RAHATLANMAQ	f.;
RAHATLAŞ	f.;
RAHATLAŞDIR	f.;
RAHATLAŞDIRIL	f.;
RAHATLAŞDIRILMA	f.;
RAHATLAŞDIRMA	f.;is.;
RAHATLAŞDIRMAQ	f.;
RAHATLAŞMA	f_is.;
RAHATLAŞMAQ	f.;
RAHATLIQ	is.;zer.;
RAHATLIQLA	zer.;
RAHAT-RAHAT	zer.;
RAHATSIZ	sif.;zer.;
RAHATSIZLIQ	is.;
RAHATXANA	is.;
RAHƏTÜLHÜLQUM	is.;
RAHƏVİ	is.;
RAHİB	is.;
RAHİBCƏ	zer.;
RAHİBCƏSİNƏ	zer.;
RAHİBƏ	is.;
RAHİBLİK	is.;
RAHLAMA	f_is.;
RAHLAMAQ	f.;
RAKET-ARTİLLERİYA	is.;
RAKETBURAXAN	is.;
RAKETBURAXMA	is.;
RAKETÇİ	is.;
RAKETÇİLİK	is.;
RAKETDAŞIYAN	is.;
RAKETDAŞIYICI	is.;
RAKETDƏNMÜDAFİƏ	is.;
RAKETHAZIRLAMA	is.;
RAKET-NÜVƏ	is.;
RAKETOPLAN	is.;
RAKETQAYIRAN	is.;
RAKETQAYIRMA	is.;
RAKETTUŞLAMA	is.;
RAKURS	is.;
RALLİ	is.;
RAMAZAN	is.;
RAMAZANLIQ	is.;
RANQ	is.;
RAPİRAÇI	is.;
RAQA	is.;
RASİONALLIQ	is.;
RASİONLU	sif.;
RAST	is.;
RAST	sif.;
RASTA	is.;
RASTABAZAR	is.;
RASTLAŞ	f.;
RASTLAŞDIR	f.;
RASTLAŞDIRIL	f.;
RASTLAŞDIRILMA	f.;
RASTLAŞDIRMA	f.;
RASTLAŞMA	f_is.;
RASTLAŞMAQ	f.;
RATİFİKASİYA	is.;
RATSİYA	is.;
RAVİ	is.;
RAVVİN	is.;
RAXİTLİ	sif.;
RAYİHƏ	is.;
RAYİHƏLİ	sif.;
RAYKOM	is.;
RAYON	is.;
RAYONARASI	sif.;
RAYONDAXİLİ	sif.;
RAYONLARARASI	sif.;
RAYONLAŞ	f.;
RAYONLAŞDIR	f.;
RAYONLAŞDIRIL	f.;
RAYONLAŞDIRILMA	f_is.;
RAYONLAŞDIRILMAQ	f.;mech.;sif.;
RAYONLAŞDIRILMIŞ	f_sif.;
RAYONLAŞDIRMA	f.;is.;
RAYONLAŞDIRMAQ	f.;
RAYONLAŞMIŞ	f_sif.;
RAYONLU	sif.;
RAYSOVET	is.;
RAZI	sif.;zer.;
RAZILAŞ	f.;
RAZILAŞDIR	f.;
RAZILAŞDIRIL	f.;
RAZILAŞDIRILMA	f.;is.;
RAZILAŞDIRILMAQ	mech.;
RAZILAŞDIRMA	f_is.;
RAZILAŞDIRMAQ	f.;
RAZILAŞMA	f_is.;
RAZILAŞMAQ	f.;
RAZILIQ	is.;
RAZYANA	is.;
RAZYANALIQ	is.;
REABİLİTASİYA	is.;
REAKSİYAYAGİRMƏ	f.;
REAKTİV	sif.;
REAKTİVÇİ	is.;
REAKTİVLİK	is.;
REAKTİV-TURBİN	is.;
REAKTOLOGİYA	is.;
REAL	sif.;
REALİSTCƏ	zer.;
REALİSTCƏSİNƏ	zer.;
REALİSTİK	is.;
REALİSTLİK	sif.;
REALLAŞ	f.;
REALLAŞDIR	f.;
REALLAŞDIRIL	f.;
REALLAŞDIRILMA	f.;is.;
REALLAŞDIRILMAQ	mech.;
REALLAŞDIRMA	f.;is.;
REALLAŞDIRMAQ	f.;
REALLAŞMA	f_is.;
REALLAŞMAQ	f.;
REALLIQ	is.;
REANİMASİYA	is.;
RƏBB	is.;
RƏBİÜLAXİR	is.;
RƏBİÜLƏVVƏL	is.;
RƏBT	is.;
REBUS	is.;
RƏCƏB	is.;
RƏCƏZ	is.;
RƏD	is.;
REDAKTƏ	is.;
REDAKTOR	is.;
